[1, 1, [1, 1], [1, 1]]  :  0.008573539264263
[1, 0, [1, 1], [1, 1]]  :  0.011200359540526632
[0, 1, [1, 1], [1, 1]]  :  0.011200359540528736
[0, 0, [1, 1], [1, 1]]  :  0.008463058250572768
[1, 1, [1, 1], [1, 0]]  :  0.008573539264259876
[1, 0, [1, 1], [1, 0]]  :  0.024839247423295973
[0, 1, [1, 1], [1, 0]]  :  0.0034297337893526695
[0, 0, [1, 1], [1, 0]]  :  0.004967419273215757
[1, 1, [1, 1], [0, 1]]  :  0.008573539264259678
[1, 0, [1, 1], [0, 1]]  :  0.013594485384598282
[0, 1, [1, 1], [0, 1]]  :  0.012853805022072038
[0, 0, [1, 1], [0, 1]]  :  0.05793098328902735
[1, 1, [1, 1], [0, 0]]  :  0.008573539264259694
[1, 0, [1, 1], [0, 0]]  :  0.005585155107609049
[0, 1, [1, 1], [0, 0]]  :  0.0056822062031008985
[0, 0, [1, 1], [0, 0]]  :  0.006189396330876768
[1, 1, [1, 0], [1, 1]]  :  0.06225945989349099
[1, 0, [1, 0], [1, 1]]  :  0.012268433543835514
[0, 1, [1, 0], [1, 1]]  :  0.014451059426882152
[0, 0, [1, 0], [1, 1]]  :  0.008463058250571864
[1, 1, [1, 0], [1, 0]]  :  0.06225945989348961
[1, 0, [1, 0], [1, 0]]  :  0.006697099140604509
[0, 1, [1, 0], [1, 0]]  :  0.006689991238873286
[0, 0, [1, 0], [1, 0]]  :  0.004967419273215502
[1, 1, [1, 0], [0, 1]]  :  0.06225945989348961
[1, 0, [1, 0], [0, 1]]  :  0.0051196157875603564
[0, 1, [1, 0], [0, 1]]  :  0.005035090291264748
[0, 0, [1, 0], [0, 1]]  :  0.05793098328902737
[1, 1, [1, 0], [0, 0]]  :  0.06225945989348957
[1, 0, [1, 0], [0, 0]]  :  0.0060003994641290095
[0, 1, [1, 0], [0, 0]]  :  0.009509653833195084
[0, 0, [1, 0], [0, 0]]  :  0.006189396330876706
[1, 1, [0, 1], [1, 1]]  :  0.004795216026166308
[1, 0, [0, 1], [1, 1]]  :  0.0034964557923483387
[0, 1, [0, 1], [1, 1]]  :  0.02225575347721569
[0, 0, [0, 1], [1, 1]]  :  0.028926032083987106
[1, 1, [0, 1], [1, 0]]  :  0.0047952160261662945
[1, 0, [0, 1], [1, 0]]  :  0.005042196952631779
[0, 1, [0, 1], [1, 0]]  :  0.005112775630228362
[0, 0, [0, 1], [1, 0]]  :  0.004967419273215341
[1, 1, [0, 1], [0, 1]]  :  0.004795216026166523
[1, 0, [0, 1], [0, 1]]  :  0.006867026178793201
[0, 1, [0, 1], [0, 1]]  :  0.00686005191425858
[0, 0, [0, 1], [0, 1]]  :  0.057930983289024636
[1, 1, [0, 1], [0, 0]]  :  0.004795216026166905
[1, 0, [0, 1], [0, 0]]  :  0.0061645476908677305
[0, 1, [0, 1], [0, 0]]  :  0.006216124897588773
[0, 0, [0, 1], [0, 0]]  :  0.013104045194955713
[1, 1, [0, 0], [1, 1]]  :  0.013456431077672725
[1, 0, [0, 0], [1, 1]]  :  0.005717390181664381
[0, 1, [0, 0], [1, 1]]  :  0.005586066220965299
[0, 0, [0, 0], [1, 1]]  :  0.028926032083988085
[1, 1, [0, 0], [1, 0]]  :  0.013456431077672736
[1, 0, [0, 0], [1, 0]]  :  0.006167111730677655
[0, 1, [0, 0], [1, 0]]  :  0.006184056084723236
[0, 0, [0, 0], [1, 0]]  :  0.004967419273215248
[1, 1, [0, 0], [0, 1]]  :  0.013456431077672555
[1, 0, [0, 0], [0, 1]]  :  0.00957444587569998
[0, 1, [0, 0], [0, 1]]  :  0.005952281574267708
[0, 0, [0, 0], [0, 1]]  :  0.05793098328902251
[1, 1, [0, 0], [0, 0]]  :  0.013456431077672571
[1, 0, [0, 0], [0, 0]]  :  0.011674881022266688
[0, 1, [0, 0], [0, 0]]  :  0.011674881022266688
[0, 0, [0, 0], [0, 0]]  :  0.013104045194955486
